,Unnamed: 0,Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
189,189,6,employer,304063.0,15.0,no,normal,2,6.0,,,1.0,2,condominium,10.0,Johor,2.0,,420268.0,9518.0,Reject,8
190,190,6,employer,324626.0,24.0,yes,normal,2,,,,,3,condominium,,Johor,,11727.0,,15521.0,Accept,6
191,191,6,employer,449140.0,21.0,no,normal,2,,2.0,2.0,1.0,2,condominium,,Johor,,,,,Accept,6
192,192,6,employer,570416.0,17.0,yes,gold,2,6.0,,2.0,,1,condominium,10.0,Johor,1.0,6297.0,1338876.0,14094.0,Accept,9
193,193,6,employer,,11.0,no,normal,2,6.0,2.0,2.0,,3,condominium,10.0,Johor,2.0,,1275482.0,,Accept,9
194,194,6,employer,,17.0,yes,normal,2,6.0,2.0,,1.0,1,condominium,,Johor,,,717042.0,10691.0,Reject,9
195,195,6,employer,238022.0,,no,normal,2,6.0,2.0,2.0,1.0,2,condominium,,Johor,3.0,7330.0,801624.0,19817.0,Accept,9
196,196,6,employer,,15.0,yes,platinum,2,6.0,,2.0,1.0,3,condominium,10.0,Johor,,6118.0,753478.0,17923.0,Accept,8
197,197,6,employer,619477.0,18.0,no,platinum,2,6.0,,2.0,1.0,1,condominium,10.0,Johor,1.0,11968.0,906233.0,,Accept,8
198,198,6,employer,680649.0,,yes,gold,2,6.0,2.0,2.0,,3,condominium,,Johor,3.0,6376.0,441212.0,18404.0,Accept,8
199,199,6,employer,291391.0,11.0,no,normal,2,6.0,2.0,,1.0,2,condominium,10.0,Johor,2.0,6551.0,1423554.0,,Accept,9
200,200,2,Self_Employed,456764.0,11.0,yes,normal,2,,6.0,2.0,2.0,2,condominium,11.0,Johor,,9999.0,1334324.0,12142.0,Reject,7
201,201,2,Self_Employed,277808.0,16.0,no,normal,2,7.0,,2.0,2.0,1,condominium,11.0,Johor,,5994.0,920143.0,15724.0,Accept,9
202,202,2,Self_Employed,,21.0,yes,normal,2,7.0,,,,3,condominium,11.0,Johor,3.0,,726880.0,18518.0,Accept,8
203,203,2,Self_Employed,522160.0,12.0,no,platinum,2,7.0,,,,2,condominium,11.0,Johor,,4424.0,968181.0,,Accept,6
204,204,2,Self_Employed,668840.0,,yes,normal,2,7.0,,2.0,,3,condominium,11.0,Johor,3.0,9170.0,1099311.0,7775.0,Accept,7
205,205,2,Self_Employed,404623.0,16.0,no,gold,2,,,,,1,condominium,11.0,Johor,2.0,12195.0,675731.0,14534.0,Accept,8
206,206,2,Self_Employed,410589.0,,yes,gold,2,,6.0,2.0,2.0,2,condominium,11.0,Johor,,3954.0,1229131.0,,Accept,6
207,207,2,Self_Employed,118209.0,24.0,no,gold,2,7.0,6.0,2.0,,1,condominium,11.0,Johor,2.0,,563060.0,11310.0,Accept,9
208,208,2,Self_Employed,783134.0,18.0,yes,normal,2,,,,2.0,3,condominium,11.0,Johor,1.0,,732306.0,18763.0,Accept,9
209,209,2,Self_Employed,620152.0,20.0,no,normal,2,7.0,,,,1,condominium,11.0,Johor,3.0,,1249424.0,,Accept,6
210,210,2,Self_Employed,,23.0,yes,gold,2,,,2.0,,2,condominium,11.0,Johor,2.0,8242.0,1200318.0,17393.0,Accept,7
211,211,2,Self_Employed,632334.0,20.0,no,normal,2,7.0,,2.0,2.0,2,condominium,,Johor,1.0,4938.0,745454.0,,Accept,7
212,212,2,Self_Employed,290763.0,12.0,yes,platinum,2,,6.0,2.0,,1,,11.0,Johor,1.0,,478607.0,18129.0,Accept,6
213,213,2,Self_Employed,111645.0,14.0,no,normal,2,7.0,6.0,2.0,2.0,1,condominium,11.0,Johor,1.0,10771.0,933472.0,,Accept,8
214,214,2,Self_Employed,273371.0,11.0,yes,platinum,2,7.0,6.0,2.0,2.0,1,condominium,11.0,Johor,,,1175672.0,8758.0,Accept,7
215,215,2,Self_Employed,162119.0,16.0,no,platinum,2,,,2.0,2.0,1,condominium,11.0,Johor,3.0,4835.0,1272271.0,,Accept,6
216,216,2,Self_Employed,717226.0,24.0,yes,gold,2,7.0,,2.0,2.0,2,condominium,11.0,Johor,1.0,9166.0,976361.0,,Accept,7
217,217,2,Self_Employed,574186.0,,no,normal,2,7.0,6.0,2.0,2.0,3,condominium,11.0,Johor,,8600.0,786665.0,7867.0,Accept,9
218,218,2,Self_Employed,655447.0,21.0,yes,platinum,2,7.0,6.0,,,3,condominium,11.0,Johor,,9347.0,662504.0,,Accept,7
219,219,2,Self_Employed,506311.0,23.0,no,gold,2,7.0,6.0,2.0,2.0,2,condominium,11.0,Johor,1.0,7254.0,1182176.0,,Reject,7
220,220,2,Self_Employed,,17.0,yes,gold,2,7.0,,,2.0,2,condominium,11.0,Johor,,9048.0,1070848.0,10971.0,Reject,9
221,221,2,Self_Employed,,16.0,no,normal,2,,6.0,2.0,2.0,1,condominium,11.0,Johor,1.0,9162.0,779661.0,17599.0,Reject,8
222,222,2,Self_Employed,750375.0,21.0,yes,,2,7.0,6.0,,2.0,1,condominium,11.0,Johor,1.0,9063.0,1288954.0,15923.0,Accept,9
223,223,2,Self_Employed,619321.0,12.0,no,gold,2,7.0,6.0,2.0,2.0,2,condominium,11.0,Johor,2.0,,683546.0,18989.0,Accept,9
224,224,2,Self_Employed,,,yes,normal,2,7.0,6.0,,2.0,1,condominium,11.0,Johor,2.0,8198.0,1324214.0,,Accept,8
225,225,2,Self_Employed,227717.0,22.0,no,platinum,2,7.0,,2.0,,2,condominium,11.0,Johor,2.0,,678646.0,16922.0,Accept,7
226,226,2,Self_Employed,323720.0,,yes,normal,2,7.0,,2.0,,3,condominium,11.0,Johor,3.0,8558.0,744996.0,,Reject,8
227,227,2,Self_Employed,519429.0,22.0,no,normal,2,,6.0,2.0,,1,condominium,11.0,Johor,2.0,,574141.0,15886.0,Reject,7
228,228,2,Self_Employed,734436.0,,yes,gold,2,7.0,6.0,,2.0,3,condominium,11.0,Johor,,8989.0,464969.0,14163.0,Accept,9
229,229,2,Self_Employed,496612.0,20.0,no,normal,2,7.0,6.0,2.0,2.0,1,condominium,,Johor,,,,,Accept,8
230,230,2,Self_Employed,753421.0,15.0,yes,normal,2,7.0,,2.0,2.0,2,condominium,11.0,Johor,3.0,,510015.0,17508.0,Accept,9
231,231,2,Self_Employed,,18.0,no,normal,2,7.0,6.0,2.0,2.0,1,condominium,11.0,Johor,3.0,11193.0,714485.0,9630.0,Reject,8
232,232,2,Self_Employed,688535.0,15.0,yes,normal,2,7.0,6.0,2.0,,2,condominium,11.0,Johor,2.0,,1174216.0,,Accept,6
233,233,2,Self_Employed,301252.0,24.0,no,normal,2,7.0,6.0,2.0,2.0,2,condominium,11.0,Johor,,11955.0,875706.0,,Reject,6
234,234,2,Self_Employed,607916.0,,yes,normal,2,7.0,6.0,2.0,,3,,11.0,Johor,3.0,6807.0,519605.0,19915.0,Accept,9
235,235,2,Self_Employed,168456.0,12.0,no,,2,,6.0,2.0,2.0,1,condominium,11.0,Johor,,,1117874.0,,Accept,9
236,236,2,Self_Employed,779364.0,24.0,yes,normal,2,7.0,,2.0,2.0,3,condominium,11.0,Johor,3.0,9804.0,914763.0,,Accept,6
237,237,2,Self_Employed,455589.0,21.0,no,normal,2,7.0,6.0,2.0,,2,condominium,,Johor,2.0,,,12165.0,Accept,8
238,238,2,Self_Employed,,23.0,yes,normal,2,7.0,,,2.0,1,condominium,,Johor,3.0,10831.0,,11117.0,Accept,6
239,239,2,Self_Employed,556683.0,22.0,no,gold,2,7.0,6.0,2.0,2.0,3,condominium,11.0,Johor,3.0,,892015.0,9680.0,Reject,9
240,240,2,Self_Employed,,16.0,yes,normal,2,7.0,6.0,2.0,2.0,2,condominium,11.0,Johor,1.0,10436.0,456484.0,,Accept,7
241,241,2,Self_Employed,178287.0,,no,gold,2,7.0,6.0,2.0,2.0,3,condominium,11.0,Johor,,5169.0,1431815.0,16690.0,Reject,8
242,242,2,Self_Employed,140130.0,10.0,yes,normal,2,7.0,6.0,,2.0,1,condominium,11.0,Johor,,9839.0,733762.0,15972.0,Accept,6
243,243,2,Self_Employed,778563.0,17.0,no,normal,2,7.0,6.0,2.0,2.0,3,condominium,11.0,Johor,,4015.0,914178.0,,Accept,6
244,244,2,Self_Employed,778990.0,10.0,yes,normal,2,,,2.0,2.0,1,condominium,11.0,Johor,,8674.0,1173425.0,11363.0,Accept,6
245,245,2,Self_Employed,575864.0,10.0,no,normal,2,7.0,6.0,2.0,2.0,3,,,Johor,,11477.0,851245.0,,Accept,9
246,246,2,Self_Employed,,23.0,yes,normal,2,,6.0,2.0,2.0,2,condominium,11.0,Johor,1.0,11930.0,921067.0,,Accept,8
247,247,2,Self_Employed,,,no,normal,2,7.0,6.0,,2.0,1,condominium,11.0,Johor,3.0,10590.0,877414.0,,Reject,8
248,248,2,Self_Employed,172993.0,12.0,yes,gold,2,7.0,,,2.0,2,condominium,11.0,Johor,1.0,5300.0,981924.0,9532.0,Reject,7
249,249,2,Self_Employed,569773.0,22.0,no,normal,2,7.0,6.0,,2.0,3,condominium,11.0,Johor,1.0,12270.0,,17770.0,Accept,8
250,250,2,Self_Employed,117196.0,19.0,yes,platinum,2,7.0,6.0,2.0,,1,condominium,,Johor,3.0,9844.0,1158878.0,10524.0,Accept,8
251,251,2,Self_Employed,,11.0,no,gold,2,7.0,6.0,2.0,2.0,3,condominium,,Johor,2.0,4010.0,,16657.0,Accept,8
252,252,2,Self_Employed,510507.0,10.0,yes,normal,2,,,2.0,2.0,2,condominium,11.0,Johor,1.0,5452.0,524129.0,,Accept,7
253,253,2,Self_Employed,429475.0,17.0,no,normal,2,7.0,6.0,2.0,2.0,3,condominium,11.0,Johor,2.0,8698.0,872693.0,11454.0,Accept,8
254,254,2,Self_Employed,781070.0,24.0,yes,gold,2,7.0,,2.0,,2,condominium,11.0,Johor,1.0,7520.0,1404447.0,19695.0,Accept,6
255,255,2,Self_Employed,534860.0,24.0,no,platinum,2,,6.0,2.0,2.0,3,condominium,11.0,Johor,2.0,3689.0,552404.0,,Accept,7
256,256,2,Self_Employed,443237.0,16.0,yes,,2,7.0,6.0,,,1,condominium,11.0,Johor,1.0,4713.0,1253129.0,13821.0,Accept,9
257,257,2,Self_Employed,110270.0,17.0,no,normal,2,,6.0,2.0,2.0,2,condominium,11.0,Johor,1.0,11241.0,1041791.0,17527.0,Accept,9
258,258,2,Self_Employed,,23.0,yes,gold,2,,6.0,2.0,2.0,3,condominium,11.0,Johor,2.0,10626.0,940701.0,19031.0,Reject,8
259,259,2,Self_Employed,693756.0,15.0,no,gold,2,7.0,6.0,2.0,2.0,1,condominium,11.0,Johor,,10039.0,,8029.0,Accept,9
260,260,2,Self_Employed,545322.0,12.0,yes,normal,2,7.0,6.0,,2.0,2,condominium,11.0,Johor,3.0,3778.0,683226.0,10012.0,Accept,9
261,261,2,Self_Employed,537783.0,22.0,no,normal,2,,,,2.0,3,condominium,11.0,Johor,1.0,12168.0,923912.0,,Accept,8
262,262,2,Self_Employed,490269.0,22.0,yes,normal,2,7.0,6.0,,,2,condominium,,Johor,,11964.0,,,Accept,7
263,263,2,Self_Employed,,18.0,no,gold,2,7.0,,,,1,condominium,11.0,Johor,3.0,,968598.0,14274.0,Accept,7
264,264,2,Self_Employed,628966.0,11.0,yes,gold,2,7.0,,2.0,2.0,3,condominium,11.0,Johor,1.0,11467.0,445901.0,7716.0,Reject,8
265,265,2,Self_Employed,,18.0,no,normal,2,7.0,,,2.0,1,condominium,11.0,Johor,,10705.0,,13145.0,Accept,6
266,266,2,Self_Employed,,19.0,yes,,2,7.0,6.0,2.0,,3,condominium,11.0,Johor,3.0,6722.0,,8474.0,Accept,6
267,267,2,Self_Employed,464105.0,17.0,no,platinum,2,,6.0,,2.0,2,condominium,11.0,Johor,2.0,,912804.0,,Accept,6
268,268,2,Self_Employed,,,yes,platinum,2,7.0,6.0,2.0,,3,condominium,,Johor,2.0,9229.0,919537.0,17663.0,Reject,7
269,269,2,Self_Employed,366443.0,14.0,no,gold,2,7.0,6.0,2.0,2.0,3,condominium,11.0,Johor,,6925.0,1373195.0,,Accept,8
270,270,2,Self_Employed,,,yes,normal,2,7.0,6.0,,2.0,1,condominium,,Johor,,4371.0,,15636.0,Reject,9
271,271,2,Self_Employed,184829.0,11.0,no,normal,2,,,2.0,2.0,2,,11.0,Johor,2.0,6213.0,,19561.0,Reject,6
272,272,2,Self_Employed,,10.0,yes,gold,2,7.0,6.0,2.0,,1,condominium,,Johor,,10912.0,747194.0,8700.0,Accept,8
273,273,2,Self_Employed,232174.0,,no,platinum,2,,6.0,2.0,,2,condominium,11.0,Johor,3.0,8704.0,1424210.0,16733.0,Accept,8
274,274,2,Self_Employed,392675.0,,yes,gold,2,,6.0,2.0,,1,condominium,11.0,Johor,3.0,6508.0,725973.0,18212.0,Accept,7
275,275,2,Self_Employed,785190.0,,no,platinum,2,7.0,6.0,2.0,,1,condominium,11.0,Johor,2.0,7920.0,787762.0,8253.0,Accept,6
276,276,2,Self_Employed,389037.0,17.0,yes,normal,2,7.0,6.0,2.0,2.0,3,condominium,11.0,Johor,2.0,,856852.0,13678.0,Accept,7
277,277,2,Self_Employed,344937.0,10.0,no,normal,2,,6.0,,2.0,3,condominium,11.0,Johor,3.0,,1111958.0,7952.0,Accept,9
278,278,2,Self_Employed,371414.0,11.0,yes,normal,2,7.0,6.0,2.0,2.0,2,condominium,11.0,Johor,3.0,10149.0,861331.0,10098.0,Accept,7
279,279,2,Self_Employed,350357.0,11.0,no,gold,2,7.0,,2.0,2.0,2,condominium,,Johor,3.0,,666978.0,,Accept,6
280,280,2,Self_Employed,644275.0,13.0,yes,normal,2,,6.0,,,1,condominium,11.0,Johor,3.0,10890.0,560709.0,16722.0,Accept,6
281,281,2,Self_Employed,540458.0,,no,platinum,2,7.0,6.0,2.0,2.0,2,condominium,11.0,Johor,,8772.0,511113.0,12003.0,Accept,9
282,282,2,Self_Employed,658560.0,13.0,yes,gold,2,7.0,,,,1,,11.0,Johor,,8170.0,1370182.0,,Reject,6
283,283,2,Self_Employed,142373.0,23.0,no,gold,2,7.0,,2.0,,3,condominium,11.0,Johor,3.0,,820970.0,,Accept,9
284,284,2,Self_Employed,455032.0,21.0,yes,gold,2,,,2.0,2.0,2,condominium,11.0,Johor,2.0,7746.0,1170480.0,,Reject,8
285,285,2,Self_Employed,409648.0,20.0,no,gold,2,7.0,6.0,,2.0,1,condominium,11.0,Johor,2.0,5234.0,757672.0,,Accept,7
286,286,2,Self_Employed,153000.0,11.0,yes,normal,2,7.0,6.0,2.0,2.0,2,condominium,11.0,Johor,2.0,8365.0,1385007.0,,Reject,7
287,287,2,Self_Employed,,11.0,no,gold,2,7.0,6.0,2.0,,2,condominium,11.0,Johor,,11678.0,923722.0,,Accept,9
288,288,2,Self_Employed,478791.0,22.0,yes,normal,2,,6.0,,,1,condominium,,Johor,,10449.0,947178.0,8195.0,Accept,8
289,289,2,Self_Employed,261018.0,,no,normal,2,7.0,6.0,2.0,2.0,1,condominium,,Johor,3.0,8785.0,,,Reject,7
290,290,2,Self_Employed,699726.0,17.0,yes,normal,2,7.0,6.0,,2.0,3,condominium,,Johor,1.0,3894.0,661899.0,,Accept,9
291,291,2,Self_Employed,747840.0,15.0,no,normal,2,7.0,6.0,2.0,2.0,3,condominium,,Johor,,7771.0,,9869.0,Accept,8
292,292,2,Self_Employed,751383.0,17.0,yes,normal,2,7.0,,2.0,2.0,3,condominium,11.0,Johor,3.0,,786940.0,14141.0,Accept,6
293,293,2,Self_Employed,164209.0,22.0,no,gold,2,7.0,6.0,2.0,2.0,1,condominium,11.0,Johor,,7147.0,1273290.0,,Reject,8
294,294,2,Self_Employed,642387.0,,yes,gold,2,7.0,,,2.0,1,condominium,,Johor,,8437.0,1401546.0,16575.0,Accept,8
295,295,2,Self_Employed,,22.0,no,normal,2,7.0,6.0,2.0,2.0,1,condominium,11.0,Johor,3.0,6580.0,,12344.0,Accept,6
296,296,2,Self_Employed,762218.0,22.0,yes,normal,2,7.0,6.0,2.0,2.0,3,condominium,,Johor,3.0,12463.0,1000613.0,19875.0,Accept,9
297,297,2,Self_Employed,378084.0,16.0,no,gold,2,,6.0,2.0,2.0,1,condominium,11.0,Johor,,10107.0,,16033.0,Reject,6
298,298,2,Self_Employed,179827.0,,yes,normal,2,7.0,6.0,,2.0,2,condominium,11.0,Johor,3.0,6705.0,1229332.0,12768.0,Reject,9
299,299,2,Self_Employed,693030.0,12.0,no,gold,2,7.0,6.0,,2.0,2,condominium,11.0,Johor,3.0,9472.0,556397.0,14457.0,Accept,6
300,300,7,government,,20.0,yes,,2,8.0,6.0,2.0,2.0,2,condominium,10.0,Johor,,9337.0,1014049.0,,Accept,7
301,301,7,government,679931.0,12.0,no,normal,2,8.0,6.0,,2.0,1,condominium,10.0,Johor,,,,14417.0,Accept,6
302,302,7,government,,,yes,normal,2,,6.0,2.0,2.0,2,condominium,,Johor,1.0,8564.0,1445590.0,18297.0,Accept,7
303,303,7,government,717899.0,,no,gold,2,8.0,,2.0,2.0,1,condominium,10.0,Johor,1.0,7875.0,1222921.0,,Accept,6
304,304,7,government,,16.0,yes,gold,2,8.0,,,2.0,3,condominium,10.0,Johor,,10218.0,,,Accept,8
305,305,7,government,524397.0,16.0,no,normal,2,8.0,6.0,2.0,2.0,1,,10.0,Johor,1.0,5342.0,1333337.0,12391.0,Reject,9
306,306,7,government,113876.0,22.0,yes,gold,2,8.0,6.0,2.0,,1,condominium,,Johor,1.0,8545.0,522684.0,,Accept,9
307,307,7,government,276333.0,,no,normal,2,,6.0,,2.0,3,condominium,,Johor,1.0,10075.0,821938.0,,Accept,6
308,308,7,government,612061.0,21.0,yes,gold,2,,6.0,,2.0,3,condominium,10.0,Johor,,9495.0,659739.0,,Accept,7
309,309,7,government,516413.0,20.0,no,normal,2,8.0,,,2.0,3,condominium,10.0,Johor,2.0,9767.0,820630.0,,Accept,8
310,310,7,government,411223.0,,yes,normal,2,8.0,6.0,2.0,2.0,3,condominium,10.0,Johor,2.0,10825.0,994182.0,9550.0,Accept,7
311,311,7,government,508897.0,,no,normal,2,8.0,6.0,2.0,,2,condominium,10.0,Johor,3.0,11983.0,837609.0,,Accept,8
312,312,7,government,283019.0,10.0,yes,normal,2,8.0,,,,3,condominium,10.0,Johor,2.0,,924968.0,8422.0,Accept,7
313,313,7,government,447255.0,23.0,no,normal,2,8.0,6.0,,2.0,2,condominium,10.0,Johor,,5088.0,633593.0,,Reject,9
314,314,7,government,771209.0,19.0,yes,normal,2,8.0,6.0,2.0,,3,condominium,10.0,Johor,1.0,9364.0,1060533.0,13438.0,Accept,6
315,315,7,government,500605.0,,no,,2,8.0,6.0,2.0,2.0,2,condominium,10.0,Johor,,4551.0,1181638.0,19641.0,Accept,6
316,316,7,government,,21.0,yes,,2,,6.0,,2.0,1,condominium,,Johor,2.0,12111.0,900554.0,16989.0,Accept,8
317,317,7,government,,16.0,no,normal,2,8.0,,,2.0,3,,10.0,Johor,3.0,9681.0,659445.0,12348.0,Reject,8
318,318,7,government,390725.0,21.0,yes,platinum,2,8.0,6.0,,2.0,2,condominium,10.0,Johor,2.0,,1371353.0,,Accept,7
319,319,7,government,122386.0,18.0,no,gold,2,,,2.0,2.0,2,condominium,10.0,Johor,3.0,10746.0,1158705.0,,Reject,6
320,320,7,government,,,yes,gold,2,8.0,,2.0,2.0,2,condominium,10.0,Johor,,5503.0,711347.0,,Reject,9
321,321,7,government,,23.0,no,gold,2,,,2.0,2.0,1,condominium,10.0,Johor,3.0,7863.0,636475.0,9532.0,Accept,9
322,322,7,government,,20.0,yes,normal,2,8.0,6.0,2.0,,1,condominium,10.0,Johor,1.0,5842.0,606225.0,9385.0,Accept,7
323,323,7,government,213863.0,11.0,no,,2,8.0,,2.0,,3,condominium,10.0,Johor,2.0,11616.0,679392.0,9157.0,Accept,7
324,324,7,government,,22.0,yes,normal,2,8.0,6.0,,,1,condominium,10.0,Johor,3.0,,794442.0,8856.0,Accept,8
325,325,7,government,265893.0,19.0,no,gold,2,8.0,,2.0,,1,,10.0,Johor,2.0,11362.0,659893.0,11615.0,Accept,6
326,326,7,government,228418.0,20.0,yes,,2,8.0,6.0,,2.0,1,condominium,,Johor,3.0,4179.0,1381305.0,,Accept,7
327,327,7,government,378733.0,,no,normal,2,8.0,6.0,2.0,2.0,2,condominium,10.0,Johor,3.0,7437.0,783806.0,,Accept,7
328,328,7,government,731851.0,11.0,yes,normal,2,8.0,6.0,2.0,2.0,3,condominium,10.0,Johor,1.0,10636.0,,,Accept,6
329,329,7,government,273997.0,23.0,no,normal,2,,6.0,2.0,,1,condominium,10.0,Johor,1.0,6155.0,631797.0,17474.0,Accept,8
330,330,7,government,780223.0,22.0,yes,normal,2,8.0,6.0,2.0,,2,condominium,10.0,Johor,3.0,9750.0,589463.0,16010.0,Accept,6
331,331,7,government,248764.0,18.0,no,normal,2,8.0,6.0,,2.0,1,condominium,,Johor,3.0,10863.0,,19352.0,Accept,9
332,332,7,government,589393.0,16.0,yes,normal,2,8.0,,2.0,2.0,2,condominium,10.0,Johor,1.0,9170.0,748532.0,12236.0,Accept,8
333,333,7,government,176190.0,24.0,no,normal,2,8.0,,2.0,,3,condominium,,Johor,3.0,6385.0,572903.0,14886.0,Reject,6
334,334,7,government,572185.0,18.0,yes,gold,2,,,2.0,2.0,3,condominium,10.0,Johor,3.0,,636079.0,,Reject,7
335,335,7,government,616156.0,10.0,no,gold,2,8.0,6.0,2.0,2.0,2,condominium,10.0,Johor,,,,8142.0,Accept,8
336,336,7,government,170617.0,15.0,yes,,2,,6.0,,,2,condominium,10.0,Johor,3.0,7909.0,1340741.0,9443.0,Reject,8
337,337,7,government,,14.0,no,normal,2,8.0,,,2.0,2,condominium,10.0,Johor,1.0,5934.0,878113.0,,Accept,8
338,338,7,government,592857.0,24.0,yes,platinum,2,,6.0,,,2,condominium,10.0,Johor,,8582.0,,9724.0,Accept,6
339,339,7,government,,16.0,no,normal,2,8.0,,,2.0,2,condominium,,Johor,1.0,8384.0,793923.0,19524.0,Accept,7
340,340,7,government,382050.0,10.0,yes,normal,2,8.0,6.0,2.0,,2,condominium,10.0,Johor,,3869.0,753555.0,18618.0,Accept,7
341,341,7,government,597877.0,18.0,no,normal,2,8.0,6.0,2.0,,2,condominium,10.0,Johor,,7545.0,1312997.0,,Accept,7
342,342,7,government,705743.0,,yes,normal,2,,,2.0,,1,condominium,10.0,Johor,,12477.0,1118417.0,8028.0,Accept,8
343,343,7,government,581730.0,14.0,no,normal,2,8.0,6.0,2.0,,1,condominium,10.0,Johor,3.0,7425.0,,13171.0,Accept,6
344,344,7,government,293134.0,10.0,yes,platinum,2,8.0,6.0,2.0,,3,condominium,,Johor,,,501933.0,,Accept,6
345,345,7,government,183640.0,14.0,no,gold,2,8.0,6.0,2.0,2.0,3,condominium,10.0,Johor,3.0,9681.0,1103162.0,13107.0,Accept,7
346,346,7,government,412386.0,18.0,yes,platinum,2,,6.0,2.0,2.0,1,condominium,10.0,Johor,,,457607.0,,Reject,6
347,347,7,government,754679.0,13.0,no,gold,2,8.0,6.0,2.0,,3,condominium,10.0,Johor,,3850.0,1420722.0,,Accept,7
348,348,7,government,538371.0,11.0,yes,,2,,6.0,2.0,2.0,2,condominium,10.0,Johor,2.0,5684.0,758956.0,,Reject,7
349,349,7,government,783321.0,20.0,no,gold,2,,,,2.0,2,condominium,10.0,Johor,2.0,,996752.0,,Accept,9
350,350,7,government,626006.0,13.0,yes,normal,2,8.0,6.0,2.0,2.0,1,condominium,10.0,Johor,2.0,11072.0,594515.0,13202.0,Accept,8
351,351,7,government,,24.0,no,normal,2,,6.0,,,1,condominium,10.0,Johor,,,1430342.0,12375.0,Accept,7
352,352,7,government,145501.0,12.0,yes,normal,2,,6.0,2.0,2.0,2,condominium,10.0,Johor,1.0,11671.0,783185.0,,Accept,8
353,353,7,government,541609.0,23.0,no,normal,2,,6.0,2.0,2.0,3,condominium,10.0,Johor,1.0,12352.0,935205.0,,Accept,7
354,354,7,government,,20.0,yes,normal,2,8.0,,2.0,,1,condominium,10.0,Johor,,7137.0,,,Accept,6
355,355,7,government,714993.0,17.0,no,normal,2,8.0,6.0,2.0,2.0,3,condominium,,Johor,1.0,9208.0,923353.0,,Reject,7
356,356,7,government,447091.0,11.0,yes,,2,8.0,,,,1,condominium,,Johor,1.0,5819.0,722515.0,,Accept,6
357,357,7,government,,12.0,no,gold,2,8.0,6.0,2.0,,3,,10.0,Johor,3.0,,587470.0,18411.0,Accept,7
358,358,7,government,338447.0,10.0,yes,gold,2,8.0,6.0,2.0,2.0,3,condominium,,Johor,,,1334665.0,17114.0,Accept,9
359,359,7,government,,16.0,no,normal,2,8.0,6.0,2.0,2.0,1,condominium,10.0,Johor,2.0,9472.0,1158950.0,16762.0,Accept,8
360,360,7,government,414516.0,17.0,yes,gold,2,8.0,,,,3,condominium,10.0,Selangor,2.0,8961.0,1122098.0,17434.0,Accept,6
361,361,7,government,413987.0,18.0,no,gold,2,8.0,6.0,,2.0,2,condominium,10.0,Selangor,2.0,6266.0,,,Accept,7
362,362,7,government,285678.0,10.0,yes,normal,2,,,2.0,2.0,2,condominium,10.0,Selangor,,4874.0,1246389.0,10997.0,Accept,9
363,363,7,government,314773.0,,no,normal,2,8.0,6.0,2.0,2.0,1,condominium,,Selangor,2.0,,1268514.0,14107.0,Accept,6
364,364,7,government,314431.0,16.0,yes,normal,2,8.0,,2.0,,1,condominium,10.0,Selangor,2.0,5006.0,,,Accept,6
365,365,7,government,597116.0,10.0,no,normal,2,,6.0,,2.0,3,condominium,10.0,Selangor,2.0,11042.0,1071822.0,14820.0,Accept,7
366,366,7,government,607288.0,24.0,yes,platinum,2,8.0,6.0,2.0,,1,condominium,,Selangor,1.0,9212.0,518178.0,18732.0,Accept,8
367,367,7,government,740231.0,10.0,no,normal,2,,,2.0,,1,condominium,,Selangor,1.0,11928.0,771825.0,,Accept,8
368,368,7,government,,17.0,yes,normal,2,,6.0,2.0,,2,condominium,10.0,Selangor,,8018.0,819725.0,8460.0,Accept,6
369,369,7,government,280014.0,21.0,no,gold,2,8.0,6.0,2.0,,3,,10.0,Selangor,3.0,,1216655.0,,Reject,8
370,370,7,government,451508.0,23.0,yes,gold,2,,6.0,,2.0,1,condominium,,Selangor,,7566.0,881620.0,17726.0,Accept,8
371,371,7,government,127363.0,13.0,no,gold,2,8.0,6.0,2.0,2.0,3,condominium,10.0,Selangor,2.0,7992.0,1044329.0,9343.0,Accept,9
372,372,7,government,728481.0,,yes,normal,2,8.0,,2.0,,3,condominium,10.0,Selangor,3.0,5178.0,833352.0,17529.0,Reject,6
373,373,7,government,,20.0,no,normal,2,8.0,6.0,,2.0,1,condominium,10.0,Selangor,,5276.0,1047820.0,9541.0,Accept,7
374,374,7,government,180985.0,12.0,yes,normal,2,,,2.0,2.0,2,condominium,10.0,Selangor,,10228.0,422595.0,,Accept,9
375,375,7,government,185243.0,20.0,no,normal,2,8.0,6.0,2.0,2.0,2,condominium,10.0,Selangor,1.0,5785.0,554896.0,19373.0,Reject,7
376,376,7,government,243837.0,13.0,yes,normal,2,8.0,6.0,2.0,,3,condominium,10.0,Selangor,,,1156844.0,11618.0,Accept,8
377,377,7,government,171746.0,23.0,no,normal,2,8.0,,2.0,,3,condominium,10.0,Selangor,2.0,9710.0,798825.0,,Accept,6
